gene_id,gene_symbol,description,gene_type,transcript_accession,protein_accession
107298991,LOC107298991,enhancer of polycomb homolog 1,PROTEIN_CODING,XM_015828356.1,XP_015683842.1
107298991,LOC107298991,enhancer of polycomb homolog 1,PROTEIN_CODING,XM_015828354.1,XP_015683840.1
107298991,LOC107298991,enhancer of polycomb homolog 1,PROTEIN_CODING,XM_015828355.1,XP_015683841.1
107298993,ACKR3,atypical chemokine receptor 3,PROTEIN_CODING,XM_015828357.1,XP_015683843.1
107299024,UBE2D3,ubiquitin conjugating enzyme E2 D3,PROTEIN_CODING,XM_015828401.1,XP_015683887.1
107299024,UBE2D3,ubiquitin conjugating enzyme E2 D3,PROTEIN_CODING,XM_015828392.1,XP_015683878.1
107299184,LOC107299184,protocadherin gamma-C5-like,PROTEIN_CODING,XM_029286801.1,XP_029142634.1
107299192,WLS,Wnt ligand secretion mediator,PROTEIN_CODING,XM_029286823.1,XP_029142656.1
107299217,SOD3,superoxide dismutase 3,PROTEIN_CODING,XM_015828583.1,XP_015684069.1
107299217,SOD3,superoxide dismutase 3,PROTEIN_CODING,XM_015828582.1,XP_015684068.1
107299295,LOC107299295,major prion protein-like,PROTEIN_CODING,XM_015828655.1,XP_015684141.1
107299301,GNG12,G protein subunit gamma 12,PROTEIN_CODING,XM_015828698.1,XP_015684184.1
107299320,LOC107299320,U6 snRNA-associated Sm-like protein LSm3,PROTEIN_CODING,XM_015828682.1,XP_015684168.1
107299334,LOC107299334,protocadherin beta-16-like,PROTEIN_CODING,XR_003810674.1,
107299334,LOC107299334,protocadherin beta-16-like,PROTEIN_CODING,XM_015828702.2,XP_015684188.2
107299341,TTLL12,tubulin tyrosine ligase like 12,PROTEIN_CODING,XM_015828706.1,XP_015684192.1
107299341,TTLL12,tubulin tyrosine ligase like 12,PROTEIN_CODING,XM_015828707.1,XP_015684193.1
107299341,TTLL12,tubulin tyrosine ligase like 12,PROTEIN_CODING,XM_015828708.1,XP_015684194.1
107299372,LOC107299372,F-actin-monooxygenase MICAL2-like,PROTEIN_CODING,XM_015828738.1,XP_015684224.1
107299399,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",PROTEIN_CODING,XM_015828763.1,XP_015684249.1
107299418,LOC107299418,sciellin,PROTEIN_CODING,XM_015828780.1,XP_015684266.1
107299422,LOC107299422,xin actin-binding repeat-containing protein 2,PROTEIN_CODING,XM_015828782.1,XP_015684268.1
107299470,LOC107299470,uncharacterized LOC107299470,ncRNA,XR_001549184.1,
107299470,LOC107299470,uncharacterized LOC107299470,ncRNA,XR_001549183.1,
107299497,LOC107299497,DNA repair protein complementing XP-A cells homolog,PROTEIN_CODING,XM_015828852.1,XP_015684338.1
107299497,LOC107299497,DNA repair protein complementing XP-A cells homolog,PROTEIN_CODING,XM_015828854.1,XP_015684340.1
107299497,LOC107299497,DNA repair protein complementing XP-A cells homolog,PROTEIN_CODING,XM_015828855.1,XP_015684341.1
107299497,LOC107299497,DNA repair protein complementing XP-A cells homolog,PROTEIN_CODING,XM_015828853.1,XP_015684339.1
107299502,LOC107299502,DCC-interacting protein 13-alpha-like,PROTEIN_CODING,XM_029286787.1,XP_029142620.1
107299509,SERBP1,SERPINE1 mRNA binding protein 1,PROTEIN_CODING,XM_015828903.1,XP_015684389.1
107299509,SERBP1,SERPINE1 mRNA binding protein 1,PROTEIN_CODING,XM_015828971.1,XP_015684457.1
107299510,TNNC2,"troponin C2, fast skeletal type",PROTEIN_CODING,XM_015828869.1,XP_015684355.1
107299510,TNNC2,"troponin C2, fast skeletal type",PROTEIN_CODING,XM_015828868.1,XP_015684354.1
107299532,UBE2A,ubiquitin conjugating enzyme E2 A,PROTEIN_CODING,XM_015828894.1,XP_015684380.1
107299533,RRBP1,ribosome binding protein 1,PROTEIN_CODING,XM_015828919.1,XP_015684405.1
107299533,RRBP1,ribosome binding protein 1,PROTEIN_CODING,XM_015828904.1,XP_015684390.1
107299533,RRBP1,ribosome binding protein 1,PROTEIN_CODING,XM_015828912.1,XP_015684398.1
107299533,RRBP1,ribosome binding protein 1,PROTEIN_CODING,XM_015828898.1,XP_015684384.1
107299533,RRBP1,ribosome binding protein 1,PROTEIN_CODING,XM_015828928.1,XP_015684414.1
107299541,MYOZ1,myozenin 1,PROTEIN_CODING,XM_015828900.2,XP_015684386.1
107299542,LOC107299542,"patr class I histocompatibility antigen, B-1 alpha chain-like",PROTEIN_CODING,XM_015828901.1,XP_015684387.1
107299546,LOC107299546,TGF-beta receptor type-1,PROTEIN_CODING,XM_029286798.1,XP_029142631.1
107299559,LOC107299559,laminin subunit beta-1,PROTEIN_CODING,XM_015828926.1,XP_015684412.1
107299561,LOC107299561,chloride anion exchanger-like,PROTEIN_CODING,XM_015828929.1,XP_015684415.1
107299644,CXCL14,C-X-C motif chemokine ligand 14,PROTEIN_CODING,XM_015829001.1,XP_015684487.1
107299689,LOC107299689,parathyroid hormone-related protein,PROTEIN_CODING,XM_015829036.1,XP_015684522.1
107299692,LOC107299692,pleckstrin homology-like domain family B member 3,PROTEIN_CODING,XM_015829041.2,XP_015684527.2
107299694,FMOD,fibromodulin,PROTEIN_CODING,XM_015829038.1,XP_015684524.1
107299753,LOC107299753,deoxyhypusine synthase,PROTEIN_CODING,XM_029286860.1,XP_029142693.1
107299768,ASF1A,anti-silencing function 1A histone chaperone,PROTEIN_CODING,XM_015829110.1,XP_015684596.1
107299791,PLN,phospholamban,PROTEIN_CODING,XM_015829132.1,XP_015684618.1
107299826,CUNH7orf57,chromosome unknown C7orf57 homolog,PROTEIN_CODING,XM_015829173.1,XP_015684659.1
107299837,HUS1,HUS1 checkpoint clamp component,PROTEIN_CODING,XM_029286876.1,XP_029142709.1
107299837,HUS1,HUS1 checkpoint clamp component,PROTEIN_CODING,XM_015829190.1,XP_015684676.1
107299837,HUS1,HUS1 checkpoint clamp component,PROTEIN_CODING,XM_015829183.1,XP_015684669.1
107299855,UPP1,uridine phosphorylase 1,PROTEIN_CODING,XM_015829200.1,XP_015684686.1
107299914,LOC107299914,coatomer subunit gamma-1-like,PROTEIN_CODING,XM_015829255.1,XP_015684741.1
107299925,LOC107299925,OCIA domain-containing protein 1,PROTEIN_CODING,XM_015829266.1,XP_015684752.1
107299925,LOC107299925,OCIA domain-containing protein 1,PROTEIN_CODING,XM_015829267.1,XP_015684753.1
107299958,LOC107299958,galectin-9-like,PROTEIN_CODING,XM_015829301.2,XP_015684787.1
107299976,LOC107299976,U6 snRNA-associated Sm-like protein LSm3,PROTEIN_CODING,XM_015829321.1,XP_015684807.1
107300001,DYNLT5,dynein light chain Tctex-type family member 5,PROTEIN_CODING,XM_015829380.1,XP_015684866.1
107300008,LOC107300008,cytochrome c-type heme lyase,PROTEIN_CODING,XM_015829362.1,XP_015684848.1
107300008,LOC107300008,cytochrome c-type heme lyase,PROTEIN_CODING,XM_015829354.1,XP_015684840.1
107300063,LOC107300063,"elongation factor Tu, mitochondrial-like",PROTEIN_CODING,XM_015829406.1,XP_015684892.1
107300082,LOC107300082,phosphatidylinositol 4-kinase alpha,PROTEIN_CODING,XM_015829425.1,XP_015684911.1
107300243,LOC107300243,UPF0538 protein C2orf76 homolog,PROTEIN_CODING,XM_015829579.1,XP_015685065.1
107300243,LOC107300243,UPF0538 protein C2orf76 homolog,PROTEIN_CODING,XM_015829580.1,XP_015685066.1
107300249,LOC107300249,RNA-binding protein 3,PROTEIN_CODING,XM_015829596.1,XP_015685082.1
107300249,LOC107300249,RNA-binding protein 3,PROTEIN_CODING,XM_015829590.1,XP_015685076.1
107300259,LOC107300259,60S ribosomal export protein NMD3-like,PROTEIN_CODING,XM_015829597.2,XP_015685083.2
107300273,LOC107300273,cytochrome P450 2K6,PROTEIN_CODING,XM_015829611.1,XP_015685097.1
107300284,LOC107300284,DNA repair protein RAD51 homolog 3,PROTEIN_CODING,XM_015829621.1,XP_015685107.1
107300297,LOC107300297,opioid growth factor receptor-like,PROTEIN_CODING,XM_015829633.1,XP_015685119.1
107300314,LOC107300314,ATP-dependent RNA helicase DDX39A-like,PROTEIN_CODING,XM_015829649.1,XP_015685135.1
107300321,LOC107300321,glucose-6-phosphate exchanger SLC37A1,PROTEIN_CODING,XM_015829654.1,XP_015685140.1
107300332,SCOC,short coiled-coil protein,PROTEIN_CODING,XM_015829665.1,XP_015685151.1
107300332,SCOC,short coiled-coil protein,PROTEIN_CODING,XM_015829664.1,XP_015685150.1
107300351,JPH2,junctophilin 2,PROTEIN_CODING,XM_015829688.1,XP_015685174.1
107300352,LOC107300352,sciellin-like,PROTEIN_CODING,XM_015829685.1,XP_015685171.1
107300358,LOC107300358,"acetyl-CoA acetyltransferase, cytosolic-like",PROTEIN_CODING,XM_015829693.1,XP_015685179.1
107300408,LOC107300408,cathepsin L1-like,PROTEIN_CODING,XM_015829741.2,XP_015685227.2
107300409,LOC107300409,"acetyl-CoA acetyltransferase, cytosolic-like",PROTEIN_CODING,XM_015829742.1,XP_015685228.1
107300418,TTPAL,alpha tocopherol transfer protein like,PROTEIN_CODING,XM_015829755.1,XP_015685241.1
107300423,LOC107300423,nebulin-like,PROTEIN_CODING,XM_015829756.1,XP_015685242.1
107300486,LOC107300486,cathepsin L1-like,PROTEIN_CODING,XM_015829812.1,XP_015685298.1
107300503,LOC107300503,phosphatidylinositol 3-kinase catalytic subunit type 3,PROTEIN_CODING,XM_015829827.1,XP_015685313.1
107300511,LOC107300511,dynactin subunit 4-like,PROTEIN_CODING,XM_015829834.2,XP_015685320.1
107300532,LOC107300532,EKC/KEOPS complex subunit TP53RK,PROTEIN_CODING,XM_015829851.1,XP_015685337.1
107300536,LOC107300536,C-type lectin LmsL,PROTEIN_CODING,XM_029287016.1,XP_029142849.1
107300536,LOC107300536,C-type lectin LmsL,PROTEIN_CODING,XM_015829854.1,XP_015685340.1
107300537,LOC107300537,integral membrane protein GPR137B-like,PROTEIN_CODING,XM_015829855.1,XP_015685341.1
107300559,LOC107300559,"glycogen phosphorylase, liver form-like",PROTEIN_CODING,XM_015829873.1,XP_015685359.1
107300564,LOC107300564,adenylate kinase isoenzyme 1-like,PROTEIN_CODING,XM_015829877.1,XP_015685363.1
107300578,LOC107300578,probable tubulin polyglutamylase TTLL1,PROTEIN_CODING,XM_015829892.1,XP_015685378.1
107300581,LOC107300581,dystonin-like,PROTEIN_CODING,XM_015829895.1,XP_015685381.1
107300588,LOC107300588,uncharacterized LOC107300588,ncRNA,XR_001549227.1,
107300592,LOC107300592,zinc finger protein 91-like,PROTEIN_CODING,XM_029287020.1,XP_029142853.1
107300602,LOC107300602,BTB/POZ domain-containing protein 1,PROTEIN_CODING,XM_015829913.1,XP_015685399.1
107300604,CDK7,cyclin dependent kinase 7,PROTEIN_CODING,XM_029287022.1,XP_029142855.1
107300620,LOC107300620,band 4.1-like protein 2,PROTEIN_CODING,XM_015829930.1,XP_015685416.1
107300630,MED19,mediator complex subunit 19,PROTEIN_CODING,XM_015829938.1,XP_015685424.1
107300683,LOC107300683,pulmonary surfactant-associated protein A,PROTEIN_CODING,XM_015829999.1,XP_015685485.1
107300683,LOC107300683,pulmonary surfactant-associated protein A,PROTEIN_CODING,XM_015830012.1,XP_015685498.1
107300683,LOC107300683,pulmonary surfactant-associated protein A,PROTEIN_CODING,XM_015829991.1,XP_015685477.1
107300683,LOC107300683,pulmonary surfactant-associated protein A,PROTEIN_CODING,XM_015830006.1,XP_015685492.1
107300713,LOC107300713,zinc finger protein 84-like,PROTEIN_CODING,XM_029287034.1,XP_029142867.1
107300741,LOC107300741,uncharacterized LOC107300741,ncRNA,XR_001549240.1,
107300741,LOC107300741,uncharacterized LOC107300741,ncRNA,XR_001549241.1,
107300742,LOC107300742,U1 small nuclear ribonucleoprotein C,PROTEIN_CODING,XM_015830041.1,XP_015685527.1
107300747,LOC107300747,protein TFG-like,PROTEIN_CODING,XM_015830046.1,XP_015685532.1
107300751,LOC107300751,ATP-dependent RNA helicase DDX24,PROTEIN_CODING,XM_015830048.1,XP_015685534.1
107300758,LOC107300758,uncharacterized LOC107300758,ncRNA,XR_001549243.1,
107300783,PEX13,peroxisomal biogenesis factor 13,PROTEIN_CODING,XM_015830074.1,XP_015685560.1
107300800,LOC107300800,TRIO and F-actin-binding protein-like,PROTEIN_CODING,XM_015830090.1,XP_015685576.1
107300804,METTL23,methyltransferase like 23,PROTEIN_CODING,XM_015830097.1,XP_015685583.1
107300834,LOC107300834,myomesin-1-like,PROTEIN_CODING,XM_015830122.1,XP_015685608.1
107300838,LOC107300838,zinc finger FYVE domain-containing protein 21,PROTEIN_CODING,XM_015830125.1,XP_015685611.1
107300838,LOC107300838,zinc finger FYVE domain-containing protein 21,PROTEIN_CODING,XM_015830126.1,XP_015685612.1
107300880,LOC107300880,protein jagged-1b-like,PROTEIN_CODING,XM_015830164.1,XP_015685650.1
107300889,LOC107300889,"trifunctional enzyme subunit alpha, mitochondrial-like",PROTEIN_CODING,XM_015830173.1,XP_015685659.1
107300912,LOC107300912,elongation factor 1-alpha 2,PROTEIN_CODING,XM_015830197.1,XP_015685683.1
107300924,LOC107300924,cadherin-related family member 4,PROTEIN_CODING,XM_015830204.1,XP_015685690.1
107300939,LOC107300939,major histocompatibility complex class I-related gene protein-like,PROTEIN_CODING,XM_015830220.2,XP_015685706.2
107300946,LOC107300946,NADH-ubiquinone oxidoreductase subunit 8,PROTEIN_CODING,XM_015830224.1,XP_015685710.1
107300996,LOC107300996,"acetyl-CoA acetyltransferase, cytosolic-like",PROTEIN_CODING,XM_015830269.1,XP_015685755.1
107301006,LOC107301006,elongation factor 1-alpha 2,PROTEIN_CODING,XM_015830279.1,XP_015685765.1
107301009,LOC107301009,complement C4,PROTEIN_CODING,XM_015830281.1,XP_015685767.1
107301038,LOC107301038,phospholipid scramblase 1-like,PROTEIN_CODING,XM_015830308.1,XP_015685794.1
107301075,LOC107301075,proteasome activator complex subunit 1,PROTEIN_CODING,XM_015830343.1,XP_015685829.1
107301088,LOC107301088,WD repeat-containing protein 43,PROTEIN_CODING,XM_015830355.1,XP_015685841.1
107301135,CRIP2,cysteine rich protein 2,PROTEIN_CODING,XM_015830401.1,XP_015685887.1
107301147,LOC107301147,receptor-binding cancer antigen expressed on SiSo cells-like,PROTEIN_CODING,XM_015830408.1,XP_015685894.1
107301164,LOC107301164,PRELI domain containing protein 3B,PROTEIN_CODING,XM_015830426.1,XP_015685912.1
107301174,LOC107301174,peptidyl-prolyl cis-trans isomerase FKBP1B-like,PROTEIN_CODING,XM_015830434.1,XP_015685920.1
107301177,PRKAB2,protein kinase AMP-activated non-catalytic subunit beta 2,PROTEIN_CODING,XM_015830439.1,XP_015685925.1
107301196,VWA3B,von Willebrand factor A domain containing 3B,PROTEIN_CODING,XM_015830485.1,XP_015685971.1
107301200,PDE4DIPP5,myomegalin,PROTEIN_CODING,XM_015830460.1,XP_015685946.1
107301217,LOC107301217,dystonin,PROTEIN_CODING,XM_015830472.1,XP_015685958.1
107301220,LOC107301220,transport and Golgi organization protein 2 homolog,PROTEIN_CODING,XM_015830475.1,XP_015685961.1
107301241,LOC107301241,calpain-2 catalytic subunit,PROTEIN_CODING,XM_015830493.1,XP_015685979.1
107301253,LOC107301253,epoxide hydrolase 1-like,PROTEIN_CODING,XM_029287105.1,XP_029142938.1
107301337,LOC107301337,alpha-aminoadipic semialdehyde dehydrogenase-like,PROTEIN_CODING,XM_015830574.1,XP_015686060.1
107301390,LOC107301390,uncharacterized LOC107301390,ncRNA,XR_001549291.1,
107301390,LOC107301390,uncharacterized LOC107301390,ncRNA,XR_001549292.1,
107301408,LOC107301408,"39S ribosomal protein S30, mitochondrial",PROTEIN_CODING,XM_015830640.1,XP_015686126.1
107301439,LOC107301439,dolichol-phosphate mannosyltransferase subunit 3-like,PROTEIN_CODING,XM_015830663.1,XP_015686149.1
107301445,LOC107301445,"isobutyryl-CoA dehydrogenase, mitochondrial",PROTEIN_CODING,XM_015830669.1,XP_015686155.1
107301449,LOC107301449,elongation factor 1-alpha 2,PROTEIN_CODING,XM_015830671.1,XP_015686157.1
107301471,LOC107301471,centromere protein X,PROTEIN_CODING,XM_015830691.1,XP_015686177.1
107301474,LOC107301474,"sushi, nidogen and EGF-like domain-containing protein 1",PROTEIN_CODING,XM_015830693.1,XP_015686179.1
107301498,EEF1AKMT2,EEF1A lysine methyltransferase 2,PROTEIN_CODING,XM_015830714.1,XP_015686200.1
107301498,EEF1AKMT2,EEF1A lysine methyltransferase 2,PROTEIN_CODING,XM_015830745.1,XP_015686231.1
107301536,LOC107301536,uncharacterized LOC107301536,ncRNA,XR_001549306.1,
107301627,UNC50,unc-50 inner nuclear membrane RNA binding protein,PROTEIN_CODING,XM_015830857.1,XP_015686343.1
107301627,UNC50,unc-50 inner nuclear membrane RNA binding protein,PROTEIN_CODING,XM_015830921.1,XP_015686407.1
107301627,UNC50,unc-50 inner nuclear membrane RNA binding protein,PROTEIN_CODING,XM_015831047.1,XP_015686533.1
107301627,UNC50,unc-50 inner nuclear membrane RNA binding protein,PROTEIN_CODING,XM_015830988.1,XP_015686474.1
107301630,LOC107301630,"citrate synthase, mitochondrial-like",PROTEIN_CODING,XM_015830826.1,XP_015686312.1
107301642,LOC107301642,protein FRG1-like,PROTEIN_CODING,XM_015830841.1,XP_015686327.1
107301657,LOC107301657,carbonic anhydrase 2-like,PROTEIN_CODING,XM_015830849.1,XP_015686335.1
107301666,LOC107301666,nucleoside diphosphate-linked moiety X motif 8,PROTEIN_CODING,XM_015830858.1,XP_015686344.1
107301667,LOC107301667,adenylate kinase isoenzyme 1,PROTEIN_CODING,XM_015830859.1,XP_015686345.1
107301687,LOC107301687,"glycogen phosphorylase, muscle form-like",PROTEIN_CODING,XM_015830876.1,XP_015686362.1
107301692,LOC107301692,ubiquinol-cytochrome-c reductase complex assembly factor 2-like,PROTEIN_CODING,XM_015830881.1,XP_015686367.1
107301699,FGL1,fibrinogen like 1,PROTEIN_CODING,XM_015830891.1,XP_015686377.1
107301709,MTUS1,microtubule associated scaffold protein 1,PROTEIN_CODING,XM_015830906.1,XP_015686392.1
107301709,MTUS1,microtubule associated scaffold protein 1,PROTEIN_CODING,XM_015830900.1,XP_015686386.1
107301709,MTUS1,microtubule associated scaffold protein 1,PROTEIN_CODING,XM_029287143.1,XP_029142976.1
107301733,PDGFRL,platelet derived growth factor receptor like,PROTEIN_CODING,XM_015830922.1,XP_015686408.1
107301744,SLC7A2,solute carrier family 7 member 2,PROTEIN_CODING,XM_015830946.1,XP_015686432.1
107301744,SLC7A2,solute carrier family 7 member 2,PROTEIN_CODING,XM_015830940.1,XP_015686426.1
107301744,SLC7A2,solute carrier family 7 member 2,PROTEIN_CODING,XM_015830933.2,XP_015686419.1
107301750,LOC107301750,WD repeat-containing protein 61-like,PROTEIN_CODING,XM_015830935.1,XP_015686421.1
107301795,LOC107301795,deoxyhypusine synthase-like,PROTEIN_CODING,XM_015830975.1,XP_015686461.1
107301837,LOC107301837,uncharacterized LOC107301837,ncRNA,XR_001549334.1,
107301928,ACADL,acyl-CoA dehydrogenase long chain,PROTEIN_CODING,XM_015831083.1,XP_015686569.1
107301933,LOC107301933,protein ecdysoneless homolog,PROTEIN_CODING,XM_015831084.1,XP_015686570.1
107301940,LOC107301940,protein wntless homolog,PROTEIN_CODING,XM_015831088.1,XP_015686574.1
107302076,BIN1,bridging integrator 1,PROTEIN_CODING,XM_015831245.1,XP_015686731.1
107302076,BIN1,bridging integrator 1,PROTEIN_CODING,XM_015831209.1,XP_015686695.1
107302076,BIN1,bridging integrator 1,PROTEIN_CODING,XM_015831202.1,XP_015686688.1
107302076,BIN1,bridging integrator 1,PROTEIN_CODING,XM_015831222.1,XP_015686708.1
107302076,BIN1,bridging integrator 1,PROTEIN_CODING,XM_015831234.1,XP_015686720.1
107302076,BIN1,bridging integrator 1,PROTEIN_CODING,XM_015831215.1,XP_015686701.1
107302076,BIN1,bridging integrator 1,PROTEIN_CODING,XM_015831229.1,XP_015686715.1
107302076,BIN1,bridging integrator 1,PROTEIN_CODING,XM_015831239.1,XP_015686725.1
107302142,LOC107302142,actin-binding Rho-activating protein-like,PROTEIN_CODING,XM_015831258.2,XP_015686744.1
107302155,RCOR1,REST corepressor 1,PROTEIN_CODING,XM_015831292.1,XP_015686778.1
107302155,RCOR1,REST corepressor 1,PROTEIN_CODING,XM_015831286.1,XP_015686772.1
107302155,RCOR1,REST corepressor 1,PROTEIN_CODING,XM_015831280.1,XP_015686766.1
107302155,RCOR1,REST corepressor 1,PROTEIN_CODING,XM_015831274.1,XP_015686760.1
107302251,LOC107302251,"troponin T, fast skeletal muscle isoforms",PROTEIN_CODING,XM_015831350.1,XP_015686836.1
107302283,LOC107302283,ovomucoid,PROTEIN_CODING,XM_015831382.1,XP_015686868.1
107302295,LOC107302295,caprin-1-like,PROTEIN_CODING,XM_015831393.1,XP_015686879.1
107302373,CCDC43,coiled-coil domain containing 43,PROTEIN_CODING,XM_015831463.1,XP_015686949.1
107302373,CCDC43,coiled-coil domain containing 43,PROTEIN_CODING,XM_015831464.1,XP_015686950.1
107302374,LOC107302374,sodium channel protein type 4 subunit alpha,PROTEIN_CODING,XM_029287219.1,XP_029143052.1
107302376,TXNDC9,thioredoxin domain containing 9,PROTEIN_CODING,XM_015831480.1,XP_015686966.1
107302376,TXNDC9,thioredoxin domain containing 9,PROTEIN_CODING,XM_015831470.1,XP_015686956.1
107302378,HGSNAT,heparan-alpha-glucosaminide N-acetyltransferase,PROTEIN_CODING,XM_015831469.2,XP_015686955.1
107302380,USO1,USO1 vesicle transport factor,PROTEIN_CODING,XM_015831475.1,XP_015686961.1
107302380,USO1,USO1 vesicle transport factor,PROTEIN_CODING,XM_015831476.1,XP_015686962.1
