gene,description,colors
107302205,CAP-Gly domain containing linker protein 2,black
107302207,zinc finger protein 79-like,blue
107302209,galectin-4-like,royalblue
107302210,heterogeneous nuclear ribonucleoprotein K-like,yellow
107302211,creatine kinase M-type-like,red
107302212,creatine kinase M-type-like,red
107302213,tyrosine-protein phosphatase non-receptor type substrate 1-like,darkturquoise
107302216,protein spinster homolog 2-like,black
107302218,calcium-binding and coiled-coil domain-containing protein 1-like,pink
107302219,nebulin-like,red
107302220,zinc finger protein 665-like,magenta
107302221,niban-like protein 1,yellow
107302222,probable G-protein coupled receptor 22,green
107302224,uncharacterized LOC107302224,salmon
107302226,zinc finger protein 665-like,magenta
107302227,vaccinia related kinase 2,red
107302228,HLA class II histocompatibility antigen DR beta 5 chain-like,magenta
107302229,chloride intracellular channel protein 3-like,blue
107302230,UNC119-binding protein C5orf30 homolog,red
107302231,MORN repeat-containing protein 5-like,green
107302233,major histocompatibility complex class I-related gene protein-like,turquoise
107302234,G-protein coupled receptor 1-like,blue
107302235,voltage-dependent N-type calcium channel subunit alpha-1B-like,pink
107302236,WAS/WASL-interacting protein family member 1-like,yellow
107302238,Fanconi anemia complementation group L,cyan
107302242,testis specific 10,turquoise
107302245,uncharacterized protein C18orf25 homolog,greenyellow
107302246,uncharacterized LOC107302246,brown
107302247,neuroblast differentiation-associated protein AHNAK-like,blue
107302248,leukocyte cysteine proteinase inhibitor 1-like,darkred
107302249,coiled-coil domain containing 85A,blue
107302250,zinc finger protein 501-like,purple
107302251,troponin T fast skeletal muscle isoforms-like,red
107302252,zinc finger protein 525-like,magenta
107302254,GTPase IMAP family member 7-like,royalblue
107302255,calnexin-like,turquoise
107302256,ATP-binding cassette sub-family F member 2-like,brown
107302257,endochitinase A-like,magenta
107302258,uncharacterized LOC107302258,red
107302259,protein phosphatase 1G-like,turquoise
107302260,EGF containing fibulin-like extracellular matrix protein 1,magenta
107302261,protocadherin alpha-5-like,blue
107302263,101 kDa malaria antigen-like,purple
107302264,ribosomal protein S18,turquoise
107302265,MKI67 FHA domain-interacting nucleolar phosphoprotein-like,grey60
107302266,cutA divalent cation tolerance homolog (E. coli),turquoise
107302267,kunitz-type serine protease inhibitor bitisilin-2-like,blue
107302269,GTPase IMAP family member 5-like,royalblue
107302270,cilia and flagella associated protein 36,orange
107302274,arf-GAP with coiled-coil ANK repeat and PH domain-containing protein 3-like,brown
107302275,HLA class II histocompatibility antigen DRB1-4 beta chain-like,blue
107302276,pleckstrin homology-like domain family A member 2,turquoise
107302278,protein phosphatase 4 regulatory subunit 3B,turquoise
107302279,protocadherin alpha-5-like,yellow
107302281,HLA class II histocompatibility antigen DRB1-4 beta chain-like,green
107302282,olfactory receptor 1019-like,red
107302283,ovomucoid-like,red
107302284,zinc finger and SCAN domain-containing protein 2-like,magenta
107302285,60S acidic ribosomal protein P2-like,lightgreen
107302287,NADH-ubiquinone oxidoreductase chain 5-like,brown
107302288,coiled-coil domain containing 88A,black
107302289,glycine N-acyltransferase-like protein 3,greenyellow
107302290,chemokine-like receptor 1,black
107302291,zinc finger protein 501-like,green
107302295,caprin-1-like,yellow
107302296,SCAN domain-containing protein 1-like,blue
107302297,cathepsin K-like,greenyellow
107302298,mitochondrial translational initiation factor 2,turquoise
107302299,chondroitin sulfate N-acetylgalactosaminyltransferase 2-like,blue
107302302,zinc finger protein 572-like,blue
107302305,zinc finger protein 774-like,blue
107302306,rab GDP dissociation inhibitor beta-like,brown
107302307,AP-4 complex subunit mu-1-like,brown
107302309,ribosomal protein S27a,lightgreen
107302311,arrestin domain-containing protein 4-like,green
107302315,alpha-1-antiproteinase F-like,greenyellow
107302316,regenerating islet-derived protein 4-like,pink
107302317,tyrosine-protein kinase ABL1-like,turquoise
107302318,zinc finger protein 880-like,darkgreen
107302319,HLA class II histocompatibility antigen DR beta 5 chain-like,turquoise
107302320,zinc finger protein 3-like,blue
107302322,tuftelin-interacting protein 11-like,brown
107302324,interferon-inducible GTPase 5-like,darkgreen
107302325,mitochondrial-processing peptidase subunit alpha-like,turquoise
107302326,clathrin heavy chain linker domain containing 1,green
107302327,neuroblast differentiation-associated protein AHNAK-like,blue
107302332,zinc finger protein 572-like,magenta
107302333,interferon-inducible GTPase 5-like,darkgreen
107302334,H-2 class II histocompatibility antigen I-E beta chain-like,magenta
107302335,proline dehydrogenase 1 mitochondrial-like,turquoise
107302337,reticulon 4,red
107302338,zinc finger protein 436-like,magenta
107302339,interferon-inducible GTPase 5-like,darkgreen
107302343,lipoyltransferase 1,darkred
107302344,serpin A12-like,darkgreen
107302348,eukaryotic translation initiation factor 4H,brown
107302349,ChaC glutathione-specific gamma-glutamylcyclotransferase 1,turquoise
107302350,MYB binding protein (P160) 1a,turquoise
107302351,prolyl-tRNA synthetase associated domain-containing protein 1-like,brown
107302352,replication factor C subunit 2,pink
107302353,uncharacterized LOC107302353,darkred
107302354,integrin subunit alpha 2b,lightcyan
107302356,meiosis specific with coiled-coil domain,red
107302357,microtubule interacting and trafficking domain containing 1,darkgreen
107302358,chondroitin sulfate N-acetylgalactosaminyltransferase 1,red
107302359,uncharacterized protein K02A2.6-like,pink
107302361,interleukin-8-like,pink
107302363,zinc finger matrin-type protein 1-like,lightcyan
107302364,mitogen-activated protein kinase kinase kinase 3,blue
107302366,mitochondrial ribosomal protein L30,brown
107302369,gap junction protein gamma 1,darkorange
107302370,granulin,darkorange
107302371,G-patch domain containing 8,lightcyan
107302372,frizzled class receptor 2,black
107302373,coiled-coil domain containing 43,lightcyan
107302374,sodium channel protein type 4 subunit alpha-like,red
107302375,protein-O-mannose kinase,lightcyan
107302376,thioredoxin domain containing 9,grey60
107302377,integrator complex subunit 10,lightcyan
107302378,heparan-alpha-glucosaminide N-acetyltransferase,darkorange
107302379,SH2 domain containing 4A,darkorange
107302380,USO1 vesicle transport factor,turquoise
107302381,G3BP stress granule assembly factor 2,lightcyan
107302382,cyclin dependent kinase like 2,darkorange
107302383,prostate androgen-regulated mucin-like protein 1,darkorange
107302384,SET and MYND domain containing 1,red
107302385,eukaryotic translation initiation factor 2 alpha kinase 3,turquoise
107302386,ribose 5-phosphate isomerase A,saddlebrown
107302387,mitochondrial inner membrane protein COX18,lightcyan
107302388,eukaryotic translation initiation factor 5B,turquoise
107302389,ankyrin repeat domain 17,lightcyan
107302390,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like,darkred
107302391,amphiregulin,darkorange
107302392,required for meiotic nuclear division 5 homolog A,lightcyan
107302393,charged multivesicular body protein 3,lightcyan
107302394,receptor expression-enhancing protein 1-like,green
107302395,mitochondrial ribosomal protein L35,lightcyan
107302396,inner membrane mitochondrial protein,saddlebrown
107302397,REV1 DNA directed polymerase,turquoise
107302398,pentatricopeptide repeat domain 3,lightcyan
107302399,polymerase (RNA) I subunit A,turquoise
107302400,STE20-related kinase adaptor alpha,lightcyan
107302401,ring finger protein 113A,lightcyan
107302402,LIM domain containing 2,midnightblue
107302403,DDB1 and CUL4 associated factor 7,darkorange
107302404,angiotensin I converting enzyme,turquoise
107302405,tetratricopeptide repeat ankyrin repeat and coiled-coil containing 2,darkorange
107302406,membrane associated ring-CH-type finger 10,pink
107302407,homeodomain interacting protein kinase 3,red
107302408,mannose receptor C type 2,midnightblue
107302409,DEAH-box helicase 8,lightcyan
107302410,MLX MAX dimerization protein,lightcyan
107302411,rho guanine nucleotide exchange factor 38-like,turquoise
107302412,PSMC3 interacting protein,lightcyan
107302413,family with sequence similarity 134 member C,lightcyan
107302414,tubulin gamma 1,lightcyan
107302415,pleckstrin homology MyTH4 and FERM domain containing H3,darkorange
107302416,enhancer of zeste 1 polycomb repressive complex 2 subunit,lightcyan
107302417,family with sequence similarity 171 member A2,darkorange
107302418,cleavage stimulation factor 3' pre-RNA subunit 3,turquoise
107302419,ADAM metallopeptidase domain 11,blue
107302420,betacellulin,turquoise
107302421,proepiregulin-like,darkorange
107302422,CD8a molecule,royalblue
107302423,uncharacterized LOC107302423,brown
107302424,chemokine (C-C motif) receptor 10,green
107302425,contactin associated protein 1,green
107302426,receptor (G protein-coupled) activity modifying protein 2,darkorange
107302427,centrosomal protein 170B,magenta
107302428,cell division cycle associated 4,brown
107302429,t-complex 11 testis-specific-like 1,blue
107302430,SERTA domain-containing protein 2-like,magenta
107302431,chromosome unknown open reading frame human C14orf79,pink
107302432,adenylosuccinate synthase like 1,red
107302433,v-akt murine thymoma viral oncogene homolog 1,yellow
107302434,uncharacterized LOC107302434,turquoise
107302435,G protein-coupled receptor 132,darkturquoise
107302436,SIVA1 apoptosis inducing factor,pink
107302437,zinc finger and BTB domain containing 42,yellow
107302438,ubiquitin protein ligase E3 component n-recognin 4,brown
107302439,glutamine and serine rich 1,brown
107302440,ER membrane protein complex subunit 1,turquoise
107302441,aldo-keto reductase family 7 member A2,grey60
107302442,F-actin-capping protein subunit beta,orange
107302443,MRT4 homolog ribosome maturation factor,salmon
107302444,PQ loop repeat containing 2,turquoise
107302445,coiled-coil-helix-coiled-coil-helix domain containing 6,darkred
107302446,transmembrane protein adipocyte associated 1,yellow
107302447,monoglyceride lipase-like,red
107302448,kelch repeat and BTB domain containing 12,red
107302449,minichromosome maintenance complex component 2,blue
107302450,ankyrin repeat and BTB domain containing 1,yellow
107302451,monoglyceride lipase-like,red
107302452,chromosome unknown open reading frame human C12orf4,black
107302453,bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2-like,yellow
107302454,ankyrin-1-like,pink
107302455,uncharacterized LOC107302455,red
107302456,jun proto-oncogene,blue
107302457,proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane),blue
107302458,Myb like SWIRM and MPN domains 1,yellow
107302459,tumor-associated calcium signal transducer 2,magenta
107302460,OMA1 zinc metallopeptidase,blue
107302461,triadin-like,red
107302462,FK506-binding protein 4-like,red
107302464,FERM and PDZ domain containing 4,blue
107302466,uncharacterized LOC107302466,red
107302467,uncharacterized LOC107302467,red
107302468,uncharacterized LOC107302468,red
107302469,phosphoribosyl pyrophosphate synthetase 2,purple
107302470,thymosin beta 4 X-linked,purple
107302471,toll like receptor 7,green
107302472,plasma membrane calcium-transporting ATPase 2-like,steelblue
107302473,histone-lysine N-methyltransferase EHMT1-like,black
107302474,sodium- and chloride-dependent GABA transporter 3,darkred
107302476,ribonuclease-like,pink
107302477,kinesin family member 28 pseudogene,pink
107302478,protein MEMO1-like,turquoise
107302479,eukaryotic translation initiation factor 3 subunit M,brown
107302480,AT-hook containing transcription factor 1,yellow
107302481,saccharopine dehydrogenase (putative),black
107302482,consortin connexin sorting protein,purple
107302484,triple QxxK/R motif containing,turquoise
107302485,family with sequence similarity 92 member A1,purple
107302486,RNA binding motif protein 12B,yellow
107302487,meckelin-like,blue
107302488,SAS-6 centriolar assembly protein,turquoise
107302489,tRNA methyltransferase 13 homolog (S. cerevisiae),turquoise
107302490,vascular cell adhesion molecule 1,pink
107302491,G protein-coupled receptor 88,black
107302493,leucine rich repeat containing 39,skyblue
107302494,dihydrolipoamide branched chain transacylase E2,turquoise
107302495,cell division cycle 14A,darkred
107302496,inosine-uridine preferring nucleoside hydrolase-like,red
107302497,exostosin-like glycosyltransferase 2,turquoise
107302498,solute carrier family 30 member 7,turquoise
107302499,diphthamide biosynthesis 5,turquoise
107302500,uncharacterized oxidoreductase ZK1290.5-like,green
107302501,RNA 3'-terminal phosphate cyclase,salmon
107302502,sphingosine-1-phosphate receptor 1,black
107302503,SH3 domain-containing RING finger protein 3-like,black
107302504,15 kDa selenoprotein,turquoise
107302505,lysozyme g-like,darkturquoise
107302506,WAS protein homolog associated with actin golgi membranes and microtubules,brown
107302508,histidine decarboxylase-like,darkred
107302509,fibronectin type III and SPRY domain containing 2,red
107302510,high affinity cAMP-specific and IBMX-insensitive 3'5'-cyclic phosphodiesterase 8A-like,darkturquoise
107302511,glutathione S-transferase C-terminal domain containing,pink
107302512,glycine amidinotransferase,red
107302514,DEP domain containing 7,blue
